period,dlnprod,dlnlf
1990Q1,-0.044391964611,1.065431311395
1990Q2,0.462266834797,-0.060705752608
1990Q3,0.304948018809,0.132232913459
1990Q4,-0.618462524083,0.156915492339
1991Q1,0.021059888093,0.001586420243
1991Q2,0.821673576162,0.222378430619
1991Q3,0.562995531669,-0.026648760265
1991Q4,0.332075171631,0.277484791881
1992Q1,0.952770972558,0.541939891813
1992Q2,0.699109618559,0.61240310326
1992Q3,0.691192441628,0.326712804379
1992Q4,0.969550324546,-0.170235334314
1993Q1,-0.222617474813,0.112917075064
1993Q2,0.026822984207,0.466667082201
1993Q3,-0.077631076647,0.264331080756
1993Q4,0.915595384739,0.242055194075
1994Q1,0.273094442345,0.624930000621
1994Q2,0.853828822888,0.075546246316
1994Q3,0.054897729328,0.35323711869
1994Q4,0.166347565721,0.567349360823
1995Q1,0.034053963226,0.170487521831
1995Q2,0.473712599469,0.032549003569
1995Q3,0.603234113557,0.226791751275
1995Q4,0.446795834239,0.138593536964
1996Q1,0.490506097799,0.227721043587
1996Q2,1.068056705892,0.506554381956
1996Q3,0.152723612317,0.517654890397
1996Q4,0.545283610818,0.541656541454
1997Q1,0.132059945032,0.420307398358
1997Q2,0.996821350256,0.392348370361
1997Q3,0.769807897441,0.348117244515
1997Q4,0.425335779211,0.23862956606
1998Q1,0.785444967505,0.16881705607
1998Q2,0.557365006926,0.129702964432
1998Q3,1.015946336205,0.355455348146
1998Q4,1.046602528517,0.446462711493
1999Q1,0.445171183496,0.33798352835
1999Q2,0.627389196214,0.166647722584
1999Q3,1.050288932322,0.26223686677
1999Q4,1.101427599683,0.353503917477
2000Q1,-1.36871647772,1.696120365246
2000Q2,1.565592429226,0.134052824714
2000Q3,0.285575720114,-0.098241025865
2000Q4,0.123792950496,0.355548870015
2001Q1,-0.606816382029,0.602844929582
2001Q2,1.085665731268,-0.274119351982
2001Q3,-0.132154630614,0.158621259473
2001Q4,0.636132463041,0.394646847483
2002Q1,0.921253412837,0.08918175184
2002Q2,0.42390201858,0.335221089303
2002Q3,0.078658437257,0.205326369652
2002Q4,0.236891527944,0.013091635727
2003Q1,-0.053127697361,0.604022535253
2003Q2,0.728081914858,0.448930190508
2003Q3,1.730673462119,-0.129620593709
2003Q4,0.625424111938,0.223887899591
2004Q1,0.408961199387,0.011351510898
2004Q2,0.474190150481,0.199575967453
2004Q3,0.486813512966,0.293197622843
2004Q4,0.664021010959,0.302926298967
2005Q1,0.818957309343,0.173267759972
2005Q2,-0.287203828837,0.59201548371
2005Q3,0.244252757267,0.388137762955
2005Q4,0.334476656856,0.207058981236
2006Q1,0.742341384773,0.348650332548
2006Q2,-0.171701582606,0.361558541526
2006Q3,-0.182548758342,0.319583030389
2006Q4,0.126045209568,0.531618671722
2007Q1,-0.062266768828,0.436293534277
2007Q2,0.804656771536,-0.225002384192
2007Q3,0.510629581653,0.233495461795
2007Q4,0.402007359444,0.373633949963
2008Q1,-0.383457708129,0.149150218423
2008Q2,0.786041220624,0.164717047574
2008Q3,-0.076543862653,0.279678174669
2008Q4,-1.397745599054,0.105620530377
2009Q1,0.672942498331,-0.278086282346
2009Q2,0.669538132259,0.235420396521
2009Q3,0.994584319012,-0.288363779673
2009Q4,1.820813398727,-0.403505386611
2010Q1,0.323017871665,0.077882215227
2010Q2,0.504837764936,0.259242278859
2010Q3,0.688193510746,-0.124880843776
2010Q4,0.655158313588,-0.074093174469
2011Q1,-0.433479064166,-0.338014547951
2011Q2,0.599979798588,0.11192964598
2011Q3,-0.274032342704,0.176008431337
2011Q4,0.535376808314,0.196043876956
2012Q1,0.037047533601,0.370888818424
