period,quarter,split,origin_period,actual_real_gdp,forecast_real_gdp_mean,forecast_real_gdp_p10,forecast_real_gdp_p90,real_gdp_ape_pct,uncalibrated_real_gdp_mean,uncalibrated_real_gdp_ape_pct,actual_real_household_consumption,forecast_real_household_consumption_mean,forecast_real_household_consumption_p10,forecast_real_household_consumption_p90,real_household_consumption_ape_pct,uncalibrated_real_household_consumption_mean,uncalibrated_real_household_consumption_ape_pct,actual_real_government_consumption,forecast_real_government_consumption_mean,forecast_real_government_consumption_p10,forecast_real_government_consumption_p90,real_government_consumption_ape_pct,uncalibrated_real_government_consumption_mean,uncalibrated_real_government_consumption_ape_pct,actual_real_fixed_capitalformation,forecast_real_fixed_capitalformation_mean,forecast_real_fixed_capitalformation_p10,forecast_real_fixed_capitalformation_p90,real_fixed_capitalformation_ape_pct,uncalibrated_real_fixed_capitalformation_mean,uncalibrated_real_fixed_capitalformation_ape_pct,actual_real_exports,forecast_real_exports_mean,forecast_real_exports_p10,forecast_real_exports_p90,real_exports_ape_pct,uncalibrated_real_exports_mean,uncalibrated_real_exports_ape_pct,actual_real_imports,forecast_real_imports_mean,forecast_real_imports_p10,forecast_real_imports_p90,real_imports_ape_pct,uncalibrated_real_imports_mean,uncalibrated_real_imports_ape_pct,actual_wages,forecast_wages_mean,forecast_wages_p10,forecast_wages_p90,wages_ape_pct,uncalibrated_wages_mean,uncalibrated_wages_ape_pct,actual_gdp_deflator,forecast_gdp_deflator_mean,forecast_gdp_deflator_p10,forecast_gdp_deflator_p90,gdp_deflator_ape_pct,uncalibrated_gdp_deflator_mean,uncalibrated_gdp_deflator_ape_pct,actual_annual_policy_rate,forecast_annual_policy_rate_mean,forecast_annual_policy_rate_p10,forecast_annual_policy_rate_p90,annual_policy_rate_ape_pct,uncalibrated_annual_policy_rate_mean,uncalibrated_annual_policy_rate_ape_pct,annual_policy_rate_error_pp,actual_policy_rate_annual,forecast_policy_rate_annual_mean,forecast_policy_rate_annual_p10,forecast_policy_rate_annual_p90,policy_rate_ape_pct,policy_rate_error_pp,uncalibrated_policy_rate_annual_mean,uncalibrated_policy_rate_annual_ape_pct
2024-03-31,2024Q1,released_anchor,2024Q1,5.77052975e6,5.77052975e6,5.77052975e6,5.77052975e6,0.0,5.77052975e6,0.0,3.964426e6,3.964426e6,3.964426e6,3.964426e6,0.0,3.964426e6,0.0,971763.75,971763.75,971763.75,971763.75,0.0,971763.75,0.0,1.062426e6,1.062426e6,1.062426e6,1.062426e6,0.0,1.062426e6,0.0,650909.75,650909.75,650909.75,650909.75,0.0,650909.75,0.0,891944.75,891944.75,891944.75,891944.75,0.0,891944.75,0.0,3.037383333333333e6,3.037383333333333e6,3.037383333333333e6,3.037383333333333e6,0.0,3.037383333333333e6,0.0,1.2437402735858003,1.2437402735858003,1.2437402735858003,1.2437402735858003,0.0,1.2437402735858003,0.0,0.0533,0.0533,0.0533,0.0533,0.0,0.0533,0.0,0.0,0.0533,0.0533,0.0533,0.0533,0.0,0.0,0.0533,0.0
2024-06-30,2024Q2,coefficient_fitting,2024Q1,5.821627e6,5.803685802919163e6,5.713183872342835e6,5.890950314764391e6,0.3081818378408069,5.800234787069793e6,0.3674610711096252,4.00240925e6,3.992128317155447e6,3.9369325916526224e6,4.0429201263274183e6,0.25686860594161237,3.9783092727176263e6,0.6021367575635526,979792.5,973791.1297134691,965982.1974313003,981076.0175833993,0.6125144136672745,971615.2342030802,0.8345915892313749,1.06622625e6,1.0677775865349076e6,1.0518393912652894e6,1.082426143588277e6,0.1454978748560707,1.0693600066452392e6,0.29391103860359763,651990.0,653845.4810204307,628043.5976825422,678525.6465522991,0.284587343430219,650168.6257965377,0.2793561563002914,910051.5,894589.7579624265,863351.3173112643,923647.9955555553,1.6989963796085694,886524.4335320172,2.585245611702506,3.0792916666666665e6,3.073110357043185e6,3.0245311914997734e6,3.118948574437771e6,0.20073803629563203,3.0740563874885524e6,0.1700156966222473,1.2516708816968178,1.2515405371035757,1.2478447304735123,1.2556919669144604,0.010413647480991642,1.2522851769997565,0.04907802138097968,0.0533,0.05030840096472966,0.04863121565711335,0.05182268139879938,5.612756163734221,0.052245702897493564,1.9780433442897496,-0.299159903527034,0.0533,0.05030840096472966,0.04863121565711335,0.05182268139879938,5.612756163734221,-0.299159903527034,0.052245702897493564,1.9780433442897496
2024-09-30,2024Q3,coefficient_fitting,2024Q2,5.8696425e6,5.855868929170629e6,5.764903041647603e6,5.94360409829941e6,0.23465774669191505,5.852386883937197e6,0.29398069921299624,4.041442e6,4.0308913598248507e6,3.974789813999943e6,4.0823834223194877e6,0.26106127899767734,4.016938134276946e6,0.6063149173748856,992820.25,982100.1871564529,973555.3627273137,990375.8197661301,1.0797586817500031,979905.7254050774,1.3007918195587318,1.07031575e6,1.0716524700190139e6,1.0560693305717958e6,1.0870022357411198e6,0.12489025028491393,1.0732406326113276e6,0.2732728740399804,666084.5,654936.9844796108,628914.2035501112,679882.6045932209,1.6735887894687824,651253.9912608678,2.226520620001246,932308.25,913342.6419459514,881007.0750043304,941784.7676452622,2.0342636734200963,905108.2477358067,2.917490246835557,3.1146e6,3.112735734517371e6,3.063719374775403e6,3.1589848803420262e6,0.059855695197751996,3.11369396329249e6,0.02908998611410052,1.2569617314853503,1.258227993846497,1.2545284148284555,1.2623836430805206,0.10073992942095829,1.2589766126366477,0.16029773228787642,0.05263333333333333,0.0500529406719668,0.048385178167559675,0.05156004549730302,4.902582637175171,0.052106591033687456,1.0007770100934914,-0.2580392661366532,0.05263333333333333,0.0500529406719668,0.048385178167559675,0.05156004549730302,4.902582637175171,-0.2580392661366532,0.052106591033687456,1.0007770100934914
2024-12-31,2024Q4,coefficient_fitting,2024Q3,5.8966355e6,5.904845021341213e6,5.813489182331176e6,5.992957338860135e6,0.13922382248678972,5.901333853705905e6,0.07967855069056545,4.0802225e6,4.070553734142804e6,4.014425061020336e6,4.122250729785923e6,0.23696663251075026,4.0564632143824724e6,0.5823036762707806,1.00094525e6,995399.4325158378,986748.4515311606,1.0034569587926074e6,0.554058025068021,993175.254157496,0.776265818985001,1.06507375e6,1.0760123853525564e6,1.060106829711237e6,1.0912871054685414e6,1.0270307903613587,1.0776070092321162e6,1.1767503641993022,664613.5,669176.0944659398,643216.1305528216,694827.677480208,0.6865034288258957,665413.0285886603,0.12029978155127667,931862.0,935607.2466731236,902930.8172608161,966643.7322894105,0.4019100116888082,927172.1221742164,0.5032802953423968,3.1566666666666665e6,3.144079905805821e6,3.094762536345052e6,3.1906134639943154e6,0.39873582452519896,3.14504778361299e6,0.3680744367585013,1.264499984779456,1.261656634673019,1.2579563476563544,1.265813068633903,0.22485963943550524,1.2624072934312522,0.16549556135967605,0.04649999999999999,0.04906694453049193,0.047407078343662666,0.05056703755001361,5.520310818262231,0.051259696557751824,10.235906575810391,0.2566944530491937,0.04649999999999999,0.04906694453049193,0.047407078343662666,0.05056703755001361,5.520310818262231,0.2566944530491937,0.051259696557751824,10.235906575810391
2025-03-31,2025Q1,coefficient_fitting,2024Q4,5.8870525e6,5.931948456115204e6,5.840573340224976e6,6.020033355713926e6,0.7626219761961339,5.928421172103829e6,0.7027060163609675,4.08644825e6,4.109578171870174e6,4.0534823369304864e6,4.1619032149008755e6,0.5660152889535279,4.095352566161629e6,0.21789866448519965,998480.75,1.0037629277932694e6,995444.7140389036,1.0118024210509241e6,0.5290214952335731,1.0015200615548779e6,0.30439360547290495,1.083397e6,1.0706581282079793e6,1.0549199968205628e6,1.0854818517392543e6,1.1758267552910653,1.0722448172101947e6,1.0293717621338572,664882.0,667789.438466593,641215.5203261256,692812.2578452717,0.43728638564332334,664034.1703542334,0.12751580667947754,1.0100615e6,934641.760349055,902096.0572167481,963689.1339969211,7.466846291136227,926215.3403544946,8.301094502216484,3.1971666666666665e6,3.190444663201481e6,3.140622644317384e6,3.237454272488079e6,0.21024876604864956,3.1914268139982233e6,0.17952935417118998,1.2757705575073435,1.2707872675699379,1.267072893741909,1.2749595106327918,0.390610200876729,1.2715433588597822,0.3313447408459211,0.0433,0.043810188106736765,0.042159891680693805,0.0452997384968051,1.178263525950963,0.04559106017247993,5.291132038059886,0.051018810673676696,0.0433,0.043810188106736765,0.042159891680693805,0.0452997384968051,1.178263525950963,0.051018810673676696,0.04559106017247993,5.291132038059886
2025-06-30,2025Q2,coefficient_fitting,2025Q1,5.942744e6,5.921097465251703e6,5.830242465994617e6,6.008735713013347e6,0.36425150987990035,5.917576633509234e6,0.4234974027278713,4.11142125e6,4.1153611633317545e6,4.0592525761339446e6,4.1673006605216297e6,0.09582850046694937,4.101115539374885e6,0.25066053801017957,998243.5,1.0012857983771396e6,993302.5646878007,1.0109001833312995e6,0.3047651577134848,999048.4671807205,0.08063835935025176,1.09511775e6,1.0888287778526004e6,1.0731671759996195e6,1.1041137294552512e6,0.5742736018477976,1.0904423953104955e6,0.42692712171859926,661819.75,667883.4523193655,641388.9505438954,693400.8138079414,0.916216586066744,664127.6555265521,0.34872116260539465,926329.0,1.0151920626759897e6,979329.2730635256,1.0532000773521469e6,9.593034729128604,1.006039427882465e6,8.604980291285813,3.215008333333333e6,3.2372789663544926e6,3.186894253484389e6,3.284823448200442e6,0.6927084073237623,3.23827553468641e6,0.7237057867577382,1.2824769584555553,1.2847195741268302,1.2809607289429836,1.2889417747196572,0.17486596203456442,1.2854839548415888,0.23446786830811753,0.0433,0.04140809668897589,0.03975486918183611,0.04289657121622063,4.369291711372078,0.04281835752311672,1.1123382837951046,-0.18919033110241096,0.0433,0.04140809668897589,0.03975486918183611,0.04289657121622063,4.369291711372078,-0.18919033110241096,0.04281835752311672,1.1123382837951046
2025-09-30,2025Q3,coefficient_fitting,2025Q2,6.0067085e6,5.977962524281082e6,5.88652868965408e6,6.066135484447705e6,0.4785645203012308,5.974407879160937e6,0.5377424397914944,4.1464695e6,4.1404298939310974e6,4.0832674829671187e6,4.1920690420649266e6,0.14565658975431145,4.12609749272795e6,0.49130970991224665,1.00374575e6,1.0008992845175248e6,992769.5128064465,1.0081257056518828e6,0.2835843123096896,998662.816970143,0.5063964684141375,1.0973285e6,1.1007692957893838e6,1.0848677657330465e6,1.1161655210014053e6,0.3135611432113371,1.1024006088010632e6,0.4622233725874385,677193.5,664555.3556560274,637008.3599136923,689411.8282802919,1.8662530493828655,660818.2741865701,2.4181014456621215,916066.5,929160.8309161137,897094.3428105635,961761.1995368628,1.4294083361976107,920783.8251627327,0.5149544451994196,3.2623333333333335e6,3.247577927405803e6,3.1971989366533286e6,3.2951191822057427e6,0.45229608442414904,3.2485776661838093e6,0.4216511847202678,1.294303985285785,1.2882048370377872,1.284437823443469,1.2924362106896081,0.47122996740607487,1.2889712914095581,0.41201247441491445,0.04293333333333333,0.04076304371945676,0.03911563570012419,0.042246149771510866,5.055022392569659,0.04245774983115711,1.1077255485470938,-0.21702896138765734,0.04293333333333333,0.04076304371945676,0.03911563570012419,0.042246149771510866,5.055022392569659,-0.21702896138765734,0.04245774983115711,1.1077255485470938
2025-12-31,2025Q4,coefficient_fitting,2025Q3,6.01393725e6,6.043438646062177e6,5.951287273446578e6,6.132286887735922e6,0.490550447000036,6.039845067212383e6,0.43079626765948154,4.16630475e6,4.176371344430667e6,4.1187844635402155e6,4.227569325676539e6,0.24161925338435414,4.161914529265304e6,0.10537445045746843,989274.5,1.0063127308391827e6,997766.8560624894,1.0137270519778043e6,1.7222955650006888,1.004064167172636e6,1.4950013542890292,1.10141525e6,1.1031093241771716e6,1.0868668670419282e6,1.1186067842691871e6,0.15380885430554636,1.1047441050533436e6,0.3022343347201319,671688.5,680169.8533566729,652501.0763943497,705292.9617467097,1.262691464372684,676344.9648301876,0.6932476631932235,913852.75,918876.0772118238,887268.9721648056,950186.876115272,0.549686720516383,910591.7953853311,0.3568358922888673,3.2841416666666665e6,3.3050235028468603e6,3.2539055037587625e6,3.35328970360863e6,0.6358384716512072,3.3060409257484437e6,0.6668183441673655,1.3062376897929888,1.3036428612553819,1.2998146581759307,1.3079429853087712,0.19864903285849744,1.3044185009219236,0.13926936003152307,0.03896666666666666,0.04115853378723159,0.03949895944894555,0.04264816367760553,5.62497977903745,0.042531893167979645,9.14942643621809,0.21918671205649262,0.03896666666666666,0.04115853378723159,0.03949895944894555,0.04264816367760553,5.62497977903745,0.21918671205649262,0.042531893167979645,9.14942643621809
2026-03-31,2026Q1,excluded_from_coefficient_fitting,2025Q4,6.04510475e6,6.04999477536552e6,5.95812009899789e6,6.138580411297987e6,0.08089231812765972,6.0463972980782585e6,0.02138173169387217,4.171932e6,4.196003186228049e6,4.1396619603481325e6,4.248724617862245e6,0.5769793522053808,4.181478414005035e6,0.22882477482938526,1.00005225e6,991745.6950590024,983608.5085770832,999701.6338561425,0.8306120946178185,989529.6808240389,1.0522019400447404,1.118773e6,1.1071874765277961e6,1.0910351660918023e6,1.1223926103016923e6,1.035556227420922,1.108828301125407e6,0.8888933567929342,689245.75,674317.9982053854,646856.2875859695,699381.6891169362,2.1658097702618546,670526.0171850423,2.7159736298639108,939701.0,916120.008928218,882919.9338957744,948973.6743865495,2.5094142787739884,907860.5748988988,3.388357051987937,3.311558333333333e6,3.326783198860925e6,3.275543707118539e6,3.3751659362254185e6,0.45974927798620896,3.3278073202967327e6,0.49067494296692205,1.3178316306264173,1.3156874997872718,1.3118381124663439,1.3200114036361503,0.16270142477353133,1.3164703057565574,0.10330036388736219,0.0364,0.03754142030509862,0.035892272293400126,0.03902146523565042,3.1357700689522447,0.03873680065090064,6.419782007968788,0.11414203050986171,0.0364,0.03754142030509862,0.035892272293400126,0.03902146523565042,3.1357700689522447,0.11414203050986171,0.03873680065090064,6.419782007968788
2026-06-30,2026Q2,excluded_from_coefficient_fitting,2026Q1,6.06764975e6,6.081401526074698e6,5.989452320912561e6,6.170087483834358e6,0.22664090119404462,6.07778537355274e6,0.16704364902966953,4.2044845e6,4.201707573555451e6,4.144299152295352e6,4.253853420608936e6,0.06604677564036955,4.18716305517808e6,0.4119754709981635,998052.75,1.0025971054794891e6,994546.1660329965,1.0105354361688351e6,0.45532217405233144,1.0003568442222489e6,0.2308589623393033,1.13775375e6,1.1246339106662446e6,1.1086184518985217e6,1.1398633640574762e6,1.1531352310423437,1.126300590449976e6,1.0066466096045794,696923.25,692173.2656466739,664111.7631662223,718475.0823254567,0.6815649145477848,688280.8767543316,1.2400753233111916,965587.5,942663.4717711837,911367.4116224528,975800.233151824,2.3741015939846304,934164.7306880672,3.2542643014675363,3.342633333333333e6,3.353841536722926e6,3.3024074786758088e6,3.402408457180804e6,0.33531058515520507,3.3548739878340336e6,0.36619794276071366,1.3380473221942317,1.3270711787383798,1.3232040935554132,1.331414944620383,0.8203105580640038,1.3278607577535735,0.7613007605705259,0.03633333333333333,0.035148128569715165,0.0335088157428838,0.03661932330429094,3.2620314594995343,0.036255100043621265,0.21532098085889131,-0.1185204763618164,0.03633333333333333,0.035148128569715165,0.0335088157428838,0.03661932330429094,3.2620314594995343,-0.1185204763618164,0.036255100043621265,0.21532098085889131
